,zpid,price,bedrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,full_bathroom,half_bathroom,quarter_bathroom,three_quarter_bathroom,year_built,lot_area,stories,home_type,full_address
301,351818226,372101,4,2838,36.04806,7926 S 92nd East Pl,74133,https://www.zillow.com/homedetails/7926-S-92nd-East-Pl-Tulsa-OK-74133/351818226_zpid/,-95.87493,3.0,1.0,0.0,0.0,2002.0,12545.28,2.0,SingleFamily,"7926 S 92nd East Pl,Tulsa,OK"
302,22125469,58500,4,1176,36.199417,3120 N Hartford Pl,74106,https://www.zillow.com/homedetails/3120-N-Hartford-Pl-Tulsa-OK-74106/22125469_zpid/,-95.95477,1.0,0.0,0.0,0.0,,10585.08,1.0,SingleFamily,"3120 N Hartford Pl,Tulsa,OK"
303,22157007,625000,4,2991,36.11325,3436 S Gary Ave,74105,https://www.zillow.com/homedetails/3436-S-Gary-Ave-Tulsa-OK-74105/22157007_zpid/,-95.94239,4.0,0.0,0.0,0.0,1953.0,12545.28,1.0,SingleFamily,"3436 S Gary Ave,Tulsa,OK"
304,22174808,704675,4,2856,36.126476,2610 S Cincinnati Ave,74114,https://www.zillow.com/homedetails/2610-S-Cincinnati-Ave-Tulsa-OK-74114/22174808_zpid/,-95.98202,2.0,0.0,0.0,0.0,1936.0,9191.16,2.0,SingleFamily,"2610 S Cincinnati Ave,Tulsa,OK"
305,22219795,385000,4,2750,36.035107,2835 E 89th St S,74137,https://www.zillow.com/homedetails/2835-E-89th-St-S-Tulsa-OK-74137/22219795_zpid/,-95.947136,2.0,1.0,0.0,0.0,1989.0,10454.4,2.0,SingleFamily,"2835 E 89th St S,Tulsa,OK"
306,22276705,280000,4,1512,36.141098,1430 S 93rd East Ave,74112,https://www.zillow.com/homedetails/1430-S-93rd-East-Ave-Tulsa-OK-74112/22276705_zpid/,-95.87363,2.0,0.0,0.0,0.0,1969.0,20168.28,1.0,SingleFamily,"1430 S 93rd East Ave,Tulsa,OK"
307,122063274,330000,4,1917,36.09268,18420 E 49th St S,74134,https://www.zillow.com/homedetails/18420-E-49th-St-S-Tulsa-OK-74134/122063274_zpid/,-95.77139,2.0,0.0,0.0,0.0,2014.0,34543.08,1.0,SingleFamily,"18420 E 49th St S,Tulsa,OK"
308,22129336,267000,4,1923,36.106476,9031 E 40th St S,74145,https://www.zillow.com/homedetails/9031-E-40th-St-S-Tulsa-OK-74145/22129336_zpid/,-95.875084,2.0,1.0,0.0,0.0,1965.0,6185.52,2.0,SingleFamily,"9031 E 40th St S,Tulsa,OK"
309,22153793,307000,4,2541,36.066082,6648 S 77th Ave E,74133,https://www.zillow.com/homedetails/6648-S-77th-Ave-E-Tulsa-OK-74133/22153793_zpid/,-95.89169,2.0,1.0,0.0,0.0,1972.0,17511.12,1.0,SingleFamily,"6648 S 77th Ave E,Tulsa,OK"
310,22218858,599000,4,4055,36.00729,4531 E 108th St S,74137,https://www.zillow.com/homedetails/4531-E-108th-St-S-Tulsa-OK-74137/22218858_zpid/,-95.92435,3.0,1.0,0.0,0.0,1988.0,27007.2,1.0,SingleFamily,"4531 E 108th St S,Tulsa,OK"
311,89339511,630000,4,4673,36.007637,10902 S 91st Ave E,74133,https://www.zillow.com/homedetails/10902-S-91st-Ave-E-Tulsa-OK-74133/89339511_zpid/,-95.87716,4.0,2.0,0.0,0.0,2014.0,8842.68,1.0,SingleFamily,"10902 S 91st Ave E,Tulsa,OK"
312,344545811,789000,4,3533,36.051655,4805 W 77th Pl S,74131,https://www.zillow.com/homedetails/4805-W-77th-Pl-S-Tulsa-OK-74131/344545811_zpid/,-96.043335,5.0,1.0,0.0,0.0,2022.0,7753.68,2.0,SingleFamily,"4805 W 77th Pl S,Tulsa,OK"
313,21781411,164900,4,1224,36.07335,6153 S 34th West Ave,74132,https://www.zillow.com/homedetails/6153-S-34th-West-Ave-Tulsa-OK-74132/21781411_zpid/,-96.030685,1.0,0.0,0.0,0.0,1961.0,15289.56,1.0,SingleFamily,"6153 S 34th West Ave,Tulsa,OK"
314,22118991,260000,4,1664,36.12086,2856 S 73rd Ave E,74129,https://www.zillow.com/homedetails/2856-S-73rd-Ave-E-Tulsa-OK-74129/22118991_zpid/,-95.89641,2.0,1.0,0.0,0.0,1962.0,58413.96,1.0,SingleFamily,"2856 S 73rd Ave E,Tulsa,OK"
315,22137632,375000,4,2229,36.08082,3440 E 57th St S,74135,https://www.zillow.com/homedetails/3440-E-57th-St-S-Tulsa-OK-74135/22137632_zpid/,-95.93673,3.0,0.0,0.0,0.0,1958.0,9016.92,2.0,SingleFamily,"3440 E 57th St S,Tulsa,OK"
316,22222347,610000,4,3833,36.054653,7435 S College Pl,74136,https://www.zillow.com/homedetails/7435-S-College-Pl-Tulsa-OK-74136/22222347_zpid/,-95.94348,3.0,0.0,0.0,0.0,1989.0,3789.72,2.0,SingleFamily,"7435 S College Pl,Tulsa,OK"
317,22236946,275000,4,2018,36.11139,13519 E 36th St S,74134,https://www.zillow.com/homedetails/13519-E-36th-St-S-Tulsa-OK-74134/22236946_zpid/,-95.82502,2.0,1.0,0.0,0.0,1998.0,10497.96,2.0,SingleFamily,"13519 E 36th St S,Tulsa,OK"
318,81440008,335000,4,2446,36.094227,4725 S 176th Pl E,74134,https://www.zillow.com/homedetails/4725-S-176th-Pl-E-Tulsa-OK-74134/81440008_zpid/,-95.77996,3.0,0.0,0.0,0.0,2004.0,10280.16,2.0,SingleFamily,"4725 S 176th Pl E,Tulsa,OK"
319,22102925,232000,4,1496,36.125538,5764 E 26th St,74114,https://www.zillow.com/homedetails/5764-E-26th-St-Tulsa-OK-74114/22102925_zpid/,-95.91076,2.0,0.0,0.0,0.0,1954.0,18687.24,1.0,SingleFamily,"5764 E 26th St,Tulsa,OK"
321,22164835,282000,4,2306,36.07302,6932 E 62nd Pl,74133,https://www.zillow.com/homedetails/6932-E-62nd-Pl-Tulsa-OK-74133/22164835_zpid/,-95.897896,2.0,1.0,0.0,0.0,1970.0,8276.4,1.0,SingleFamily,"6932 E 62nd Pl,Tulsa,OK"
322,22172628,85000,4,1000,36.22287,613 E 47th Pl N,74126,https://www.zillow.com/homedetails/613-E-47th-Pl-N-Tulsa-OK-74126/22172628_zpid/,-95.89694,1.0,0.0,0.0,0.0,,18077.4,1.0,SingleFamily,"613 E 47th Pl N,Tulsa,OK"
323,22180525,150000,4,1213,36.225594,20 W 50th St N,74126,https://www.zillow.com/homedetails/20-W-50th-St-N-Tulsa-OK-74126/22180525_zpid/,-95.99683,2.0,0.0,0.0,0.0,1955.0,8581.32,1.0,SingleFamily,"20 W 50th St N,Tulsa,OK"
324,22234009,298500,4,2457,36.033836,6533 E 89th Pl S,74133,https://www.zillow.com/homedetails/6533-E-89th-Pl-S-Tulsa-OK-74133/22234009_zpid/,-95.90263,2.0,1.0,0.0,0.0,1979.0,6664.68,2.0,SingleFamily,"6533 E 89th Pl S,Tulsa,OK"
325,22155337,379000,4,1781,36.110863,913 E 36th Pl,74105,https://www.zillow.com/homedetails/913-E-36th-Pl-Tulsa-OK-74105/22155337_zpid/,-95.98294,1.0,1.0,0.0,0.0,1939.0,17772.48,2.0,SingleFamily,"913 E 36th Pl,Tulsa,OK"
326,22236017,245000,4,1707,36.115852,10017 E 33rd Pl,74146,https://www.zillow.com/homedetails/10017-E-33rd-Pl-Tulsa-OK-74146/22236017_zpid/,-95.865326,2.0,0.0,0.0,0.0,1976.0,13939.2,1.0,SingleFamily,"10017 E 33rd Pl,Tulsa,OK"
327,22236247,295000,4,3474,36.051758,7739 S Fulton Pl,74136,https://www.zillow.com/homedetails/7739-S-Fulton-Pl-Tulsa-OK-74136/22236247_zpid/,-95.93092,3.0,1.0,0.0,0.0,1990.0,96964.56,3.0,SingleFamily,"7739 S Fulton Pl,Tulsa,OK"
328,21778979,180000,4,2562,36.04443,8217 Hillwood Dr,74131,https://www.zillow.com/homedetails/8217-Hillwood-Dr-Tulsa-OK-74131/21778979_zpid/,-96.063065,0.0,0.0,0.0,0.0,1980.0,15115.32,1.0,SingleFamily,"8217 Hillwood Dr,Tulsa,OK"
329,22236118,343000,4,2544,36.0512,7740 S Braden Ave,74136,https://www.zillow.com/homedetails/7740-S-Braden-Ave-Tulsa-OK-74136/22236118_zpid/,-95.91924,2.0,1.0,0.0,0.0,1993.0,8581.32,2.0,SingleFamily,"7740 S Braden Ave,Tulsa,OK"
330,124773702,351250,4,2324,36.09158,18425 E 50th St,74134,https://www.zillow.com/homedetails/18425-E-50th-St-Tulsa-OK-74134/124773702_zpid/,-95.766945,2.0,0.0,0.0,0.0,,7013.16,1.0,SingleFamily,"18425 E 50th St,Tulsa,OK"
331,244976719,1400000,4,6713,35.99135,11840 S Sheridan Rd,74008,https://www.zillow.com/homedetails/11840-S-Sheridan-Rd-Bixby-OK-74008/244976719_zpid/,-95.90527,4.0,2.0,0.0,0.0,2012.0,8537.76,2.0,SingleFamily,"11840 S Sheridan Rd,Tulsa,OK"
332,348251100,282000,4,2306,36.07385,6932 E 62nd Pl S,74133,https://www.zillow.com/homedetails/6932-E-62nd-Pl-S-Tulsa-OK-74133/348251100_zpid/,-95.89791,2.0,1.0,0.0,0.0,1970.0,13982.76,2.0,SingleFamily,"6932 E 62nd Pl S,Tulsa,OK"
333,22183398,247000,4,2035,36.130486,8125 E 23rd St,74129,https://www.zillow.com/homedetails/8125-E-23rd-St-Tulsa-OK-74129/22183398_zpid/,-95.88554,2.0,1.0,0.0,0.0,1964.0,7884.36,1.0,SingleFamily,"8125 E 23rd St,Tulsa,OK"
334,22239506,350000,4,3342,36.036808,8722 S Erie Ave,74137,https://www.zillow.com/homedetails/8722-S-Erie-Ave-Tulsa-OK-74137/22239506_zpid/,-95.91625,2.0,1.0,0.0,0.0,1990.0,8842.68,2.0,SingleFamily,"8722 S Erie Ave,Tulsa,OK"
335,89348484,160000,4,1471,36.066486,1369 E 67th St S,74136,https://www.zillow.com/homedetails/1369-E-67th-St-S-Tulsa-OK-74136/89348484_zpid/,-95.97263,2.0,0.0,0.0,0.0,2009.0,9104.04,1.0,SingleFamily,"1369 E 67th St S,Tulsa,OK"
336,124775329,539000,4,3385,36.09977,4402 S 173rd Ave E,74134,https://www.zillow.com/homedetails/4402-S-173rd-Ave-E-Tulsa-OK-74134/124775329_zpid/,-95.78484,3.0,1.0,0.0,0.0,2022.0,11717.639999999998,2.0,SingleFamily,"4402 S 173rd Ave E,Tulsa,OK"
337,349004126,260000,4,1664,36.12089,2856 S 73rd East Ave,74129,https://www.zillow.com/homedetails/2856-S-73rd-East-Ave-Tulsa-OK-74129/349004126_zpid/,-95.89634,2.0,1.0,0.0,0.0,1962.0,2178.0,2.0,SingleFamily,"2856 S 73rd East Ave,Tulsa,OK"
338,22149420,200293,4,1396,36.183243,1924 N Main St,74106,https://www.zillow.com/homedetails/1924-N-Main-St-Tulsa-OK-74106/22149420_zpid/,-95.99719,3.0,0.0,0.0,0.0,1950.0,7666.56,1.0,SingleFamily,"1924 N Main St,Tulsa,OK"
339,22149605,1080000,4,3354,36.113926,2252 E 34th St,74105,https://www.zillow.com/homedetails/2252-E-34th-St-Tulsa-OK-74105/22149605_zpid/,-95.95932,3.0,1.0,0.0,0.0,1950.0,7187.4,1.0,SingleFamily,"2252 E 34th St,Tulsa,OK"
340,22181651,70000,4,888,36.23368,5520 N Garrison Pl,74126,https://www.zillow.com/homedetails/5520-N-Garrison-Pl-Tulsa-OK-74126/22181651_zpid/,-95.98586,0.0,0.0,0.0,0.0,1959.0,7492.32,1.0,SingleFamily,"5520 N Garrison Pl,Tulsa,OK"
341,22219264,325000,4,2771,36.044285,8158 S Quebec Ave,74137,https://www.zillow.com/homedetails/8158-S-Quebec-Ave-Tulsa-OK-74137/22219264_zpid/,-95.93082,2.0,1.0,0.0,0.0,1976.0,12545.28,2.0,SingleFamily,"8158 S Quebec Ave,Tulsa,OK"
342,22219743,384900,4,2676,36.03746,8725 S College Ave,74137,https://www.zillow.com/homedetails/8725-S-College-Ave-Tulsa-OK-74137/22219743_zpid/,-95.945885,2.0,1.0,0.0,0.0,1989.0,10585.08,1.0,SingleFamily,"8725 S College Ave,Tulsa,OK"
343,295335401,639000,4,4053,36.10412,16711 E 41st Pl S,74134,https://www.zillow.com/homedetails/16711-E-41st-Pl-S-Tulsa-OK-74134/295335401_zpid/,-95.79056,4.0,1.0,0.0,0.0,2024.0,12545.28,2.0,SingleFamily,"16711 E 41st Pl S,Tulsa,OK"
344,312772512,829000,4,5238,36.05651,7416 W 73rd St,74131,https://www.zillow.com/homedetails/7416-W-73rd-St-Tulsa-OK-74131/312772512_zpid/,-96.081604,2.0,2.0,0.0,0.0,2003.0,9191.16,1.0,SingleFamily,"7416 W 73rd St,Tulsa,OK"
345,2139639912,160000,4,1471,36.066402,1369 E 67th St,74136,https://www.zillow.com/homedetails/1369-E-67th-St-Tulsa-OK-74136/2139639912_zpid/,-95.97264,2.0,0.0,0.0,0.0,2009.0,10454.4,1.0,SingleFamily,"1369 E 67th St,Tulsa,OK"
346,22153909,415000,4,3199,36.05614,7430 E 69th St,74133,https://www.zillow.com/homedetails/7430-E-69th-St-Tulsa-OK-74133/22153909_zpid/,-95.899734,2.0,2.0,0.0,0.0,1971.0,20168.28,2.0,SingleFamily,"7430 E 69th St,Tulsa,OK"
347,22158668,303600,4,1915,36.128735,2413 S Pittsburg Ave,74114,https://www.zillow.com/homedetails/2413-S-Pittsburg-Ave-Tulsa-OK-74114/22158668_zpid/,-95.93113,2.0,0.0,0.0,0.0,1950.0,34543.08,1.0,SingleFamily,"2413 S Pittsburg Ave,Tulsa,OK"
348,22174603,1073500,4,3868,36.130146,2414 S Cincinnati Ave,74114,https://www.zillow.com/homedetails/2414-S-Cincinnati-Ave-Tulsa-OK-74114/22174603_zpid/,-95.98353,3.0,1.0,0.0,0.0,1920.0,6185.52,3.0,SingleFamily,"2414 S Cincinnati Ave,Tulsa,OK"
349,22174977,910000,4,3253,36.12555,1253 E 27th St,74114,https://www.zillow.com/homedetails/1253-E-27th-St-Tulsa-OK-74114/22174977_zpid/,-95.97646,2.0,1.0,0.0,0.0,1927.0,17511.12,3.0,SingleFamily,"1253 E 27th St,Tulsa,OK"
350,22221784,476000,4,2848,36.01394,4228 E 103rd St,74137,https://www.zillow.com/homedetails/4228-E-103rd-St-Tulsa-OK-74137/22221784_zpid/,-95.92952,2.0,1.0,0.0,0.0,1974.0,27007.2,1.0,SingleFamily,"4228 E 103rd St,Tulsa,OK"
351,22233639,301000,4,2785,36.038303,8621 S 72nd East Ave,74133,https://www.zillow.com/homedetails/8621-S-72nd-East-Ave-Tulsa-OK-74133/22233639_zpid/,-95.89577,2.0,1.0,0.0,0.0,1980.0,8842.68,1.0,SingleFamily,"8621 S 72nd East Ave,Tulsa,OK"
352,349062186,581693,4,2929,35.978683,12750 S Irvington Ave E,74008,https://www.zillow.com/homedetails/12750-S-Irvington-Ave-E-Bixby-OK-74008/349062186_zpid/,-95.913025,3.0,1.0,0.0,0.0,2023.0,7753.68,1.0,SingleFamily,"12750 S Irvington Ave E,Tulsa,OK"
353,22118955,61500,4,1367,36.18975,2438 N Quebec Ave,74115,https://www.zillow.com/homedetails/2438-N-Quebec-Ave-Tulsa-OK-74115/22118955_zpid/,-95.930176,2.0,0.0,0.0,0.0,1950.0,15289.56,1.0,SingleFamily,"2438 N Quebec Ave,Tulsa,OK"
354,22120103,90000,4,1272,36.221268,4619 N Hartford Ave,74126,https://www.zillow.com/homedetails/4619-N-Hartford-Ave-Tulsa-OK-74126/22120103_zpid/,-96.03969,1.0,0.0,0.0,0.0,,58413.96,1.0,SingleFamily,"4619 N Hartford Ave,Tulsa,OK"
355,22202329,338000,4,2423,36.009926,8609 E 106th St S,74133,https://www.zillow.com/homedetails/8609-E-106th-St-S-Tulsa-OK-74133/22202329_zpid/,-95.88026,3.0,0.0,0.0,0.0,1981.0,9016.92,2.0,SingleFamily,"8609 E 106th St S,Tulsa,OK"
356,70508756,445000,4,3368,36.011936,10474 S 86th Pl E,74133,https://www.zillow.com/homedetails/10474-S-86th-Pl-E-Tulsa-OK-74133/70508756_zpid/,-95.88023,3.0,0.0,1.0,0.0,2005.0,3789.72,1.0,SingleFamily,"10474 S 86th Pl E,Tulsa,OK"
357,22221490,335000,4,2275,36.04492,3783 E 82nd St S,74137,https://www.zillow.com/homedetails/3783-E-82nd-St-S-Tulsa-OK-74137/22221490_zpid/,-95.93277,2.0,1.0,0.0,0.0,1975.0,10497.96,1.0,SingleFamily,"3783 E 82nd St S,Tulsa,OK"
358,79760846,310000,4,2743,36.092606,4910 S 186th East Ave,74134,https://www.zillow.com/homedetails/4910-S-186th-East-Ave-Tulsa-OK-74134/79760846_zpid/,-95.770386,2.0,1.0,0.0,0.0,2006.0,10280.16,2.0,SingleFamily,"4910 S 186th East Ave,Tulsa,OK"
359,347226884,445000,4,3368,36.012226,10474 S 86th East Pl,74133,https://www.zillow.com/homedetails/10474-S-86th-East-Pl-Tulsa-OK-74133/347226884_zpid/,-95.88052,3.0,1.0,0.0,0.0,2005.0,18687.24,2.0,SingleFamily,"10474 S 86th East Pl,Tulsa,OK"
360,22104980,800000,4,4464,36.064785,6752 S Evanston Ave,74136,https://www.zillow.com/homedetails/6752-S-Evanston-Ave-Tulsa-OK-74136/22104980_zpid/,-95.945694,3.0,1.0,0.0,0.0,1979.0,7013.16,2.0,SingleFamily,"6752 S Evanston Ave,Tulsa,OK"
361,22166919,325000,4,1499,36.147102,1119 S Evanston Ave,74104,https://www.zillow.com/homedetails/1119-S-Evanston-Ave-Tulsa-OK-74104/22166919_zpid/,-95.947136,3.0,0.0,0.0,0.0,1926.0,8276.4,1.0,SingleFamily,"1119 S Evanston Ave,Tulsa,OK"
362,22169382,511000,4,2936,36.06843,3535 E 66th St,74136,https://www.zillow.com/homedetails/3535-E-66th-St-Tulsa-OK-74136/22169382_zpid/,-95.937164,2.0,1.0,0.0,0.0,1974.0,18077.4,1.0,SingleFamily,"3535 E 66th St,Tulsa,OK"
363,22221715,481000,4,2868,36.014328,5835 E 103rd St,74137,https://www.zillow.com/homedetails/5835-E-103rd-St-Tulsa-OK-74137/22221715_zpid/,-95.91006,2.0,1.0,0.0,0.0,1992.0,8581.32,2.0,SingleFamily,"5835 E 103rd St,Tulsa,OK"
364,22225016,489900,4,2599,36.007915,10735 S Quebec Ave,74137,https://www.zillow.com/homedetails/10735-S-Quebec-Ave-Tulsa-OK-74137/22225016_zpid/,-95.930176,2.0,1.0,0.0,0.0,1974.0,6664.68,2.0,SingleFamily,"10735 S Quebec Ave,Tulsa,OK"
365,22237307,317000,4,2276,36.04783,7961 S Lakewood Ave,74136,https://www.zillow.com/homedetails/7961-S-Lakewood-Ave-Tulsa-OK-74136/22237307_zpid/,-95.90638,3.0,1.0,0.0,0.0,1987.0,17772.48,2.0,SingleFamily,"7961 S Lakewood Ave,Tulsa,OK"
366,82782029,520000,4,2783,36.052734,543 W 77th St,74132,https://www.zillow.com/homedetails/543-W-77th-St-Tulsa-OK-74132/82782029_zpid/,-95.99627,2.0,2.0,0.0,0.0,2007.0,13939.2,2.0,SingleFamily,"543 W 77th St,Tulsa,OK"
367,22172054,40000,4,900,36.216015,4241 N Hartford Ave,74106,https://www.zillow.com/homedetails/4241-N-Hartford-Ave-Tulsa-OK-74106/22172054_zpid/,-95.98424,1.0,0.0,0.0,0.0,1952.0,96964.56,1.0,SingleFamily,"4241 N Hartford Ave,Tulsa,OK"
368,22233389,232000,4,3163,36.037395,8635 S 66th East Ave,74133,https://www.zillow.com/homedetails/8635-S-66th-East-Ave-Tulsa-OK-74133/22233389_zpid/,-95.90216,3.0,0.0,0.0,0.0,1980.0,15115.32,2.0,SingleFamily,"8635 S 66th East Ave,Tulsa,OK"
369,2056394930,1500000,4,4000,36.124054,1257 E 28th St,74114,https://www.zillow.com/homedetails/1257-E-28th-St-Tulsa-OK-74114/2056394930_zpid/,-95.97634,3.0,1.0,0.0,0.0,2023.0,8581.32,2.0,SingleFamily,"1257 E 28th St,Tulsa,OK"
370,22136623,235000,4,3170,36.125935,2527 S 96th Ave E,74129,https://www.zillow.com/homedetails/2527-S-96th-Ave-E-Tulsa-OK-74129/22136623_zpid/,-95.86693,2.0,1.0,0.0,0.0,1975.0,7013.16,1.0,SingleFamily,"2527 S 96th Ave E,Tulsa,OK"
371,22219113,385000,4,2892,36.038055,8616 S Pittsburg Ave,74137,https://www.zillow.com/homedetails/8616-S-Pittsburg-Ave-Tulsa-OK-74137/22219113_zpid/,-95.93188,2.0,1.0,0.0,0.0,1992.0,8537.76,2.0,SingleFamily,"8616 S Pittsburg Ave,Tulsa,OK"
372,22222823,538000,4,3568,36.004658,10927 S Canton Ave,74137,https://www.zillow.com/homedetails/10927-S-Canton-Ave-Tulsa-OK-74137/22222823_zpid/,-95.91906,2.0,1.0,0.0,0.0,1994.0,13982.76,2.0,SingleFamily,"10927 S Canton Ave,Tulsa,OK"
373,78480464,150000,4,2030,36.187588,1304 W Xyler St,74127,https://www.zillow.com/homedetails/1304-W-Xyler-St-Tulsa-OK-74127/78480464_zpid/,-96.006996,0.0,0.0,0.0,0.0,1977.0,7884.36,1.0,SingleFamily,"1304 W Xyler St,Tulsa,OK"
374,22125489,206000,4,2377,36.146763,1132 S Louisville Ave,74112,https://www.zillow.com/homedetails/1132-S-Louisville-Ave-Tulsa-OK-74112/22125489_zpid/,-95.93624,2.0,0.0,0.0,0.0,1936.0,8842.68,1.0,SingleFamily,"1132 S Louisville Ave,Tulsa,OK"
375,22219496,560000,4,3520,36.01523,10207 S Fulton Ave E,74137,https://www.zillow.com/homedetails/10207-S-Fulton-Ave-E-Tulsa-OK-74137/22219496_zpid/,-95.91664,3.0,1.0,0.0,0.0,1989.0,9104.04,2.0,SingleFamily,"10207 S Fulton Ave E,Tulsa,OK"
376,22224616,375000,4,2907,36.024403,8511 E 95th Pl,74133,https://www.zillow.com/homedetails/8511-E-95th-Pl-Tulsa-OK-74133/22224616_zpid/,-95.882,2.0,1.0,0.0,0.0,1999.0,11717.639999999998,2.0,SingleFamily,"8511 E 95th Pl,Tulsa,OK"
377,22226432,440000,4,3376,36.05432,4211 E 75th Pl,74136,https://www.zillow.com/homedetails/4211-E-75th-Pl-Tulsa-OK-74136/22226432_zpid/,-95.92898,3.0,0.0,0.0,0.0,1973.0,2178.0,1.0,SingleFamily,"4211 E 75th Pl,Tulsa,OK"
378,118331955,765000,4,4880,36.093334,17609 E 49th St,74134,https://www.zillow.com/homedetails/17609-E-49th-St-Tulsa-OK-74134/118331955_zpid/,-95.780945,0.0,0.0,0.0,0.0,2014.0,7666.56,1.0,SingleFamily,"17609 E 49th St,Tulsa,OK"
379,340028243,930000,4,4200,35.978874,5404 E 127th St S,74008,https://www.zillow.com/homedetails/5404-E-127th-St-S-Bixby-OK-74008/340028243_zpid/,-95.91592,4.0,1.0,0.0,0.0,2023.0,7187.4,2.0,SingleFamily,"5404 E 127th St S,Tulsa,OK"
380,22221231,425000,4,3141,35.999546,11301 S Erie Ave,74137,https://www.zillow.com/homedetails/11301-S-Erie-Ave-Tulsa-OK-74137/22221231_zpid/,-95.91657,3.0,1.0,0.0,0.0,1982.0,7492.32,1.0,SingleFamily,"11301 S Erie Ave,Tulsa,OK"
381,22221327,288000,4,1805,36.039295,3708 E 85th Pl S,74137,https://www.zillow.com/homedetails/3708-E-85th-Pl-S-Tulsa-OK-74137/22221327_zpid/,-95.93572,2.0,0.0,0.0,0.0,1973.0,12545.28,1.0,SingleFamily,"3708 E 85th Pl S,Tulsa,OK"
382,22229936,410000,4,2939,36.00002,11226 S Maplewood Ave,74137,https://www.zillow.com/homedetails/11226-S-Maplewood-Ave-Tulsa-OK-74137/22229936_zpid/,-95.90642,2.0,1.0,0.0,0.0,1992.0,10585.08,2.0,SingleFamily,"11226 S Maplewood Ave,Tulsa,OK"
383,94724657,325000,4,2101,36.09431,18312 E 48th St,74134,https://www.zillow.com/homedetails/18312-E-48th-St-Tulsa-OK-74134/94724657_zpid/,-95.772415,2.0,0.0,0.0,0.0,2010.0,12545.28,1.0,SingleFamily,"18312 E 48th St,Tulsa,OK"
384,22106078,395000,4,1860,36.105965,1028 E 39th St S,74105,https://www.zillow.com/homedetails/1028-E-39th-St-S-Tulsa-OK-74105/22106078_zpid/,-95.97903,2.0,0.0,0.0,0.0,1941.0,9191.16,2.0,SingleFamily,"1028 E 39th St S,Tulsa,OK"
385,22163780,200000,4,1208,36.17908,1601 N Oxford Ave,74115,https://www.zillow.com/homedetails/1601-N-Oxford-Ave-Tulsa-OK-74115/22163780_zpid/,-95.905556,2.0,0.0,0.0,0.0,1945.0,10454.4,1.0,SingleFamily,"1601 N Oxford Ave,Tulsa,OK"
386,22223490,364000,4,3064,36.04532,2821 E 82nd St,74137,https://www.zillow.com/homedetails/2821-E-82nd-St-Tulsa-OK-74137/22223490_zpid/,-95.947556,2.0,1.0,0.0,0.0,1993.0,20168.28,2.0,SingleFamily,"2821 E 82nd St,Tulsa,OK"
387,309691277,332000,4,1805,35.98477,6293 E 123rd St S,74008,https://www.zillow.com/homedetails/6293-E-123rd-St-S-Bixby-OK-74008/309691277_zpid/,-95.90635,2.0,0.0,0.0,0.0,2021.0,34543.08,1.0,SingleFamily,"6293 E 123rd St S,Tulsa,OK"
388,347506861,235000,4,2507,36.12636,2527 S 96th East Ave,74129,https://www.zillow.com/homedetails/2527-S-96th-East-Ave-Tulsa-OK-74129/347506861_zpid/,-95.86616,2.0,1.0,0.0,0.0,1975.0,6185.52,2.0,SingleFamily,"2527 S 96th East Ave,Tulsa,OK"
389,347907441,235000,4,2413,36.12842,2342 S 104th East Ave,74129,https://www.zillow.com/homedetails/2342-S-104th-East-Ave-Tulsa-OK-74129/347907441_zpid/,-95.86093,2.0,1.0,0.0,0.0,1973.0,17511.12,2.0,SingleFamily,"2342 S 104th East Ave,Tulsa,OK"
390,2056374403,327490,4,1810,36.106888,15002 E 39th Pl S,74134,https://www.zillow.com/homedetails/15002-E-39th-Pl-S-Tulsa-OK-74134/2056374403_zpid/,-95.80805,2.0,0.0,0.0,0.0,2023.0,27007.2,1.0,SingleFamily,"15002 E 39th Pl S,Tulsa,OK"
391,2056407688,327490,4,1802,36.107334,15003 E 39th Pl S,74134,https://www.zillow.com/homedetails/15003-E-39th-Pl-S-Tulsa-OK-74134/2056407688_zpid/,-95.8494,2.0,0.0,0.0,0.0,2023.0,8842.68,1.0,SingleFamily,"15003 E 39th Pl S,Tulsa,OK"
392,2057087154,327490,4,1802,36.107334,14920 E 39th Pl S,74134,https://www.zillow.com/homedetails/14920-E-39th-Pl-S-Tulsa-OK-74134/2057087154_zpid/,-95.8494,2.0,0.0,0.0,0.0,2023.0,7753.68,1.0,SingleFamily,"14920 E 39th Pl S,Tulsa,OK"
393,22136712,143000,4,2358,36.128616,2331 S 99th East Ave,74129,https://www.zillow.com/homedetails/2331-S-99th-East-Ave-Tulsa-OK-74129/22136712_zpid/,-95.86575,0.0,0.0,0.0,0.0,1975.0,15289.56,1.0,SingleFamily,"2331 S 99th East Ave,Tulsa,OK"
394,22221213,684200,4,3968,36.000313,5516 E 113th St S,74137,https://www.zillow.com/homedetails/5516-E-113th-St-S-Tulsa-OK-74137/22221213_zpid/,-95.91428,3.0,1.0,0.0,0.0,1982.0,58413.96,1.0,SingleFamily,"5516 E 113th St S,Tulsa,OK"
395,22222724,615000,4,4318,36.005,10930 S Richmond Ave,74137,https://www.zillow.com/homedetails/10930-S-Richmond-Ave-Tulsa-OK-74137/22222724_zpid/,-95.92911,3.0,2.0,0.0,0.0,1984.0,9016.92,2.0,SingleFamily,"10930 S Richmond Ave,Tulsa,OK"
