,zpid,price,bedrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,full_bathroom,half_bathroom,quarter_bathroom,three_quarter_bathroom,year_built,lot_area,stories,home_type,full_address
1649,22152013,329900,3,1687,36.136593,1502 E 17th Pl,74120,https://www.zillow.com/homedetails/1502-E-17th-Pl-Tulsa-OK-74120/22152013_zpid/,-95.97182,2.0,0.0,0.0,0.0,1925.0,3789.72,1.0,SingleFamily,"1502 E 17th Pl,Tulsa,OK"
1650,22169220,202500,3,1175,36.076454,1511 E 60th Pl,74105,https://www.zillow.com/homedetails/1511-E-60th-Pl-Tulsa-OK-74105/22169220_zpid/,-95.97091,2.0,0.0,0.0,0.0,1959.0,10497.96,1.0,SingleFamily,"1511 E 60th Pl,Tulsa,OK"
1651,22223300,355000,3,3350,36.03082,7123 E 91st Ct,74133,https://www.zillow.com/homedetails/7123-E-91st-Ct-Tulsa-OK-74133/22223300_zpid/,-95.89661,3.0,1.0,0.0,0.0,1996.0,10280.16,2.0,SingleFamily,"7123 E 91st Ct,Tulsa,OK"
1652,89336536,255000,3,1374,36.101025,18310 E 43rd St,74134,https://www.zillow.com/homedetails/18310-E-43rd-St-Tulsa-OK-74134/89336536_zpid/,-95.772316,2.0,0.0,0.0,0.0,2010.0,18687.24,1.0,SingleFamily,"18310 E 43rd St,Tulsa,OK"
1654,89226224,435000,3,2467,36.093704,4821 S 164th Ave E,74134,https://www.zillow.com/homedetails/4821-S-164th-Ave-E-Tulsa-OK-74134/89226224_zpid/,-95.79419,2.0,0.0,0.0,0.0,2008.0,8276.4,1.0,SingleFamily,"4821 S 164th Ave E,Tulsa,OK"
1655,94723002,332000,3,1948,36.0948,18409 E 48th St,74134,https://www.zillow.com/homedetails/18409-E-48th-St-Tulsa-OK-74134/94723002_zpid/,-95.77183,2.0,0.0,0.0,0.0,2010.0,18077.4,1.0,SingleFamily,"18409 E 48th St,Tulsa,OK"
1656,341287280,289990,3,1506,36.106663,3963 S 152nd Ave E,74134,https://www.zillow.com/homedetails/3963-S-152nd-Ave-E-Tulsa-OK-74134/341287280_zpid/,-95.806496,2.0,0.0,0.0,0.0,2024.0,8581.32,1.0,SingleFamily,"3963 S 152nd Ave E,Tulsa,OK"
1657,22182906,784000,3,3722,36.09282,4749 S Columbia Pl,74105,https://www.zillow.com/homedetails/4749-S-Columbia-Pl-Tulsa-OK-74105/22182906_zpid/,-95.94987,3.0,1.0,0.0,0.0,1951.0,6664.68,1.0,SingleFamily,"4749 S Columbia Pl,Tulsa,OK"
1658,22227055,370000,3,2774,36.03401,8917 S Sandusky Ave,74137,https://www.zillow.com/homedetails/8917-S-Sandusky-Ave-Tulsa-OK-74137/22227055_zpid/,-95.92805,3.0,0.0,0.0,0.0,1986.0,17772.48,1.0,SingleFamily,"8917 S Sandusky Ave,Tulsa,OK"
1659,118330673,385000,3,1997,36.044113,10923 E 82nd Pl S,74133,https://www.zillow.com/homedetails/10923-E-82nd-Pl-S-Tulsa-OK-74133/118330673_zpid/,-95.85434,2.0,0.0,0.0,0.0,2014.0,13939.2,1.0,SingleFamily,"10923 E 82nd Pl S,Tulsa,OK"
1660,402481327,220000,3,1505,36.125534,2720 S 138th East Ave,74134,https://www.zillow.com/homedetails/2720-S-138th-East-Ave-Tulsa-OK-74134/402481327_zpid/,-95.82249,2.0,0.0,0.0,0.0,1977.0,96964.56,1.0,SingleFamily,"2720 S 138th East Ave,Tulsa,OK"
1661,22107359,205000,3,1488,36.121166,8724 E 29th St,74129,https://www.zillow.com/homedetails/8724-E-29th-St-Tulsa-OK-74129/22107359_zpid/,-95.87871,2.0,0.0,0.0,0.0,1966.0,15115.32,1.0,SingleFamily,"8724 E 29th St,Tulsa,OK"
1662,22152261,320000,3,1979,36.076157,5918 E 60th Pl,74135,https://www.zillow.com/homedetails/5918-E-60th-Pl-Tulsa-OK-74135/22152261_zpid/,-95.90965,2.0,0.0,0.0,0.0,1963.0,8581.32,1.0,SingleFamily,"5918 E 60th Pl,Tulsa,OK"
1663,22162876,219900,3,1976,36.15432,9710 E 5th St,74128,https://www.zillow.com/homedetails/9710-E-5th-St-Tulsa-OK-74128/22162876_zpid/,-95.8683,2.0,1.0,0.0,0.0,1962.0,7013.16,1.0,SingleFamily,"9710 E 5th St,Tulsa,OK"
1664,22242117,237000,3,1261,36.027668,9032 E 93rd St S,74133,https://www.zillow.com/homedetails/9032-E-93rd-St-S-Tulsa-OK-74133/22242117_zpid/,-95.87437,2.0,0.0,0.0,0.0,1983.0,8537.76,1.0,SingleFamily,"9032 E 93rd St S,Tulsa,OK"
1665,22269470,249000,3,3107,36.207783,3655 N Louisville Ave,74115,https://www.zillow.com/homedetails/3655-N-Louisville-Ave-Tulsa-OK-74115/22269470_zpid/,-95.93525,2.0,1.0,0.0,0.0,1957.0,13982.76,2.0,SingleFamily,"3655 N Louisville Ave,Tulsa,OK"
1666,22128483,257000,3,1500,36.077812,5902 S Pittsburg Ave,74135,https://www.zillow.com/homedetails/5902-S-Pittsburg-Ave-Tulsa-OK-74135/22128483_zpid/,-95.93069,2.0,0.0,0.0,0.0,1959.0,7884.36,1.0,SingleFamily,"5902 S Pittsburg Ave,Tulsa,OK"
1667,22104337,354000,3,1710,36.133987,2618 E 20th St,74104,https://www.zillow.com/homedetails/2618-E-20th-St-Tulsa-OK-74104/22104337_zpid/,-95.95297,2.0,0.0,0.0,0.0,1945.0,8842.68,1.0,SingleFamily,"2618 E 20th St,Tulsa,OK"
1668,22110231,220000,3,1392,36.07987,5662 S Yorktown Pl,74105,https://www.zillow.com/homedetails/5662-S-Yorktown-Pl-Tulsa-OK-74105/22110231_zpid/,-95.961914,2.0,0.0,0.0,0.0,1960.0,9104.04,1.0,SingleFamily,"5662 S Yorktown Pl,Tulsa,OK"
1669,22124570,268000,3,1583,36.095505,4657 S Winston Ave,74135,https://www.zillow.com/homedetails/4657-S-Winston-Ave-Tulsa-OK-74135/22124570_zpid/,-95.92348,2.0,0.0,0.0,0.0,1955.0,11717.639999999998,1.0,SingleFamily,"4657 S Winston Ave,Tulsa,OK"
1670,22130332,292500,3,1524,36.132504,3520 E 21st Pl,74114,https://www.zillow.com/homedetails/3520-E-21st-Pl-Tulsa-OK-74114/22130332_zpid/,-95.937744,1.0,0.0,0.0,0.0,1942.0,2178.0,1.0,SingleFamily,"3520 E 21st Pl,Tulsa,OK"
1671,22140886,200000,3,1051,36.107315,3837 E 39th St S,74135,https://www.zillow.com/homedetails/3837-E-39th-St-S-Tulsa-OK-74135/22140886_zpid/,-95.932655,1.0,0.0,0.0,0.0,1955.0,7666.56,1.0,SingleFamily,"3837 E 39th St S,Tulsa,OK"
1672,22237914,218000,3,1242,36.091766,8910 E 49th Pl,74145,https://www.zillow.com/homedetails/8910-E-49th-Pl-Tulsa-OK-74145/22237914_zpid/,-95.87679,2.0,0.0,0.0,0.0,1972.0,7187.4,1.0,SingleFamily,"8910 E 49th Pl,Tulsa,OK"
1673,401747939,302000,3,2230,36.045387,8121 S 86th East Ave,74133,https://www.zillow.com/homedetails/8121-S-86th-East-Ave-Tulsa-OK-74133/401747939_zpid/,-95.87961,2.0,0.0,0.0,0.0,1997.0,7492.32,1.0,SingleFamily,"8121 S 86th East Ave,Tulsa,OK"
1674,22128093,240000,3,1440,36.08199,4620 E 56th Pl,74135,https://www.zillow.com/homedetails/4620-E-56th-Pl-Tulsa-OK-74135/22128093_zpid/,-95.92464,2.0,0.0,0.0,0.0,1958.0,12545.28,1.0,SingleFamily,"4620 E 56th Pl,Tulsa,OK"
1675,22152412,380000,3,2347,36.08762,5245 S Irvington Pl,74135,https://www.zillow.com/homedetails/5245-S-Irvington-Pl-Tulsa-OK-74135/22152412_zpid/,-95.90995,2.0,1.0,0.0,0.0,1962.0,10585.08,1.0,SingleFamily,"5245 S Irvington Pl,Tulsa,OK"
1676,22171817,855000,3,2671,36.139557,1601 S Carson Ave,74119,https://www.zillow.com/homedetails/1601-S-Carson-Ave-Tulsa-OK-74119/22171817_zpid/,-95.99038,3.0,0.0,0.0,0.0,1999.0,12545.28,2.0,SingleFamily,"1601 S Carson Ave,Tulsa,OK"
1677,22173897,269000,3,1888,36.08582,5316 S 70th Pl E,74145,https://www.zillow.com/homedetails/5316-S-70th-Pl-E-Tulsa-OK-74145/22173897_zpid/,-95.89808,2.0,0.0,0.0,0.0,1967.0,9191.16,1.0,SingleFamily,"5316 S 70th Pl E,Tulsa,OK"
1678,22180150,240000,3,2086,36.12153,10732 E 29th Pl,74129,https://www.zillow.com/homedetails/10732-E-29th-Pl-Tulsa-OK-74129/22180150_zpid/,-95.85609,2.0,0.0,0.0,0.0,1973.0,10454.4,1.0,SingleFamily,"10732 E 29th Pl,Tulsa,OK"
1679,22243099,203000,3,1141,36.077446,5617 S 88th Ave E,74145,https://www.zillow.com/homedetails/5617-S-88th-Ave-E-Tulsa-OK-74145/22243099_zpid/,-95.877426,1.0,1.0,0.0,0.0,1973.0,20168.28,1.0,SingleFamily,"5617 S 88th Ave E,Tulsa,OK"
1680,22112389,285000,3,1773,36.087383,5218 S Birmingham Pl,74105,https://www.zillow.com/homedetails/5218-S-Birmingham-Pl-Tulsa-OK-74105/22112389_zpid/,-95.95323,2.0,0.0,0.0,0.0,1958.0,34543.08,1.0,SingleFamily,"5218 S Birmingham Pl,Tulsa,OK"
1681,22129044,280000,3,1827,36.112225,3522 S Granite Ave,74135,https://www.zillow.com/homedetails/3522-S-Granite-Ave-Tulsa-OK-74135/22129044_zpid/,-95.91487,2.0,0.0,0.0,0.0,1969.0,6185.52,1.0,SingleFamily,"3522 S Granite Ave,Tulsa,OK"
1682,22152076,200000,3,2200,36.08237,6039 E 56th Pl,74135,https://www.zillow.com/homedetails/6039-E-56th-Pl-Tulsa-OK-74135/22152076_zpid/,-95.91248,2.0,0.0,0.0,0.0,1960.0,17511.12,1.0,SingleFamily,"6039 E 56th Pl,Tulsa,OK"
1683,22235931,230000,3,1813,36.106926,3836 S 99th East Ave,74146,https://www.zillow.com/homedetails/3836-S-99th-East-Ave-Tulsa-OK-74146/22235931_zpid/,-95.867294,2.0,0.0,0.0,0.0,1976.0,27007.2,1.0,SingleFamily,"3836 S 99th East Ave,Tulsa,OK"
1684,22240587,320000,3,2657,36.050117,7003 E 78th Pl,74133,https://www.zillow.com/homedetails/7003-E-78th-Pl-Tulsa-OK-74133/22240587_zpid/,-95.897934,3.0,0.0,0.0,0.0,1974.0,8842.68,1.0,SingleFamily,"7003 E 78th Pl,Tulsa,OK"
1685,89346291,285000,3,1943,36.100132,4325 S 133rd Ave E,74134,https://www.zillow.com/homedetails/4325-S-133rd-Ave-E-Tulsa-OK-74134/89346291_zpid/,-95.828514,0.0,0.0,0.0,0.0,2007.0,7753.68,1.0,SingleFamily,"4325 S 133rd Ave E,Tulsa,OK"
1686,22110807,275000,3,1696,36.143166,1312 S Elwood Ave,74119,https://www.zillow.com/homedetails/1312-S-Elwood-Ave-Tulsa-OK-74119/22110807_zpid/,-95.993774,2.0,1.0,0.0,0.0,1925.0,15289.56,2.0,SingleFamily,"1312 S Elwood Ave,Tulsa,OK"
1687,22113648,200000,3,1217,36.157528,244 S 73rd East Ave,74112,https://www.zillow.com/homedetails/244-S-73rd-East-Ave-Tulsa-OK-74112/22113648_zpid/,-95.895905,2.0,0.0,0.0,0.0,1946.0,58413.96,1.0,SingleFamily,"244 S 73rd East Ave,Tulsa,OK"
1688,22163194,445000,3,2103,36.10109,4236 S Sandusky Ave,74135,https://www.zillow.com/homedetails/4236-S-Sandusky-Ave-Tulsa-OK-74135/22163194_zpid/,-95.927635,2.0,0.0,0.0,0.0,1951.0,9016.92,1.0,SingleFamily,"4236 S Sandusky Ave,Tulsa,OK"
1689,22179920,225000,3,3138,36.12444,2702 S 112th Ave E,74129,https://www.zillow.com/homedetails/2702-S-112th-Ave-E-Tulsa-OK-74129/22179920_zpid/,-95.85206,0.0,0.0,0.0,0.0,1966.0,3789.72,1.0,SingleFamily,"2702 S 112th Ave E,Tulsa,OK"
1690,22225237,265000,3,2450,36.01955,9930 S 67th Pl E,74133,https://www.zillow.com/homedetails/9930-S-67th-Pl-E-Tulsa-OK-74133/22225237_zpid/,-95.9018,2.0,1.0,0.0,0.0,1980.0,10497.96,1.0,SingleFamily,"9930 S 67th Pl E,Tulsa,OK"
1691,22117152,245000,3,1362,36.124287,13815 E 28th St,74134,https://www.zillow.com/homedetails/13815-E-28th-St-Tulsa-OK-74134/22117152_zpid/,-95.82164,2.0,0.0,0.0,0.0,1977.0,10280.16,1.0,SingleFamily,"13815 E 28th St,Tulsa,OK"
1692,22123471,200000,3,1575,36.153336,519 S Lakewood Ave,74112,https://www.zillow.com/homedetails/519-S-Lakewood-Ave-Tulsa-OK-74112/22123471_zpid/,-95.908714,2.0,0.0,0.0,0.0,1954.0,18687.24,1.0,SingleFamily,"519 S Lakewood Ave,Tulsa,OK"
1693,22124517,305000,3,1470,36.095757,4652 S Urbana Ave,74135,https://www.zillow.com/homedetails/4652-S-Urbana-Ave-Tulsa-OK-74135/22124517_zpid/,-95.92538,2.0,0.0,0.0,0.0,1955.0,7013.16,1.0,SingleFamily,"4652 S Urbana Ave,Tulsa,OK"
1694,22152365,274000,3,1712,36.0768,6023 S Lakewood Ave,74135,https://www.zillow.com/homedetails/6023-S-Lakewood-Ave-Tulsa-OK-74135/22152365_zpid/,-95.90794,2.0,0.0,0.0,0.0,1962.0,8276.4,1.0,SingleFamily,"6023 S Lakewood Ave,Tulsa,OK"
1695,22186515,256200,3,1323,36.12583,4073 E 26th St,74114,https://www.zillow.com/homedetails/4073-E-26th-St-Tulsa-OK-74114/22186515_zpid/,-95.932465,2.0,0.0,0.0,0.0,1951.0,18077.4,1.0,SingleFamily,"4073 E 26th St,Tulsa,OK"
1696,22202468,289000,3,2086,36.007843,8313 E 108th St S,74133,https://www.zillow.com/homedetails/8313-E-108th-St-S-Tulsa-OK-74133/22202468_zpid/,-95.883514,2.0,0.0,0.0,0.0,1980.0,8581.32,1.0,SingleFamily,"8313 E 108th St S,Tulsa,OK"
1697,22105007,501000,3,2046,36.11854,1770 E 31st St,74105,https://www.zillow.com/homedetails/1770-E-31st-St-Tulsa-OK-74105/22105007_zpid/,-95.964,2.0,1.0,0.0,0.0,1935.0,6664.68,2.0,SingleFamily,"1770 E 31st St,Tulsa,OK"
1698,22105149,645000,3,2758,36.13041,2222 E 22nd Pl,74114,https://www.zillow.com/homedetails/2222-E-22nd-Pl-Tulsa-OK-74114/22105149_zpid/,-95.95961,1.0,1.0,0.0,0.0,1935.0,17772.48,2.0,SingleFamily,"2222 E 22nd Pl,Tulsa,OK"
1699,22105851,248296,3,1780,36.112377,9519 E 36th St S,74145,https://www.zillow.com/homedetails/9519-E-36th-St-S-Tulsa-OK-74145/22105851_zpid/,-95.86978,2.0,0.0,0.0,0.0,1964.0,13939.2,1.0,SingleFamily,"9519 E 36th St S,Tulsa,OK"
1700,22145193,218500,3,1629,36.130028,7730 E 22nd Pl,74129,https://www.zillow.com/homedetails/7730-E-22nd-Pl-Tulsa-OK-74129/22145193_zpid/,-95.88985,1.0,1.0,0.0,0.0,1959.0,96964.56,1.0,SingleFamily,"7730 E 22nd Pl,Tulsa,OK"
1701,22163814,200000,3,1889,36.162395,3420 E Archer St,74115,https://www.zillow.com/homedetails/3420-E-Archer-St-Tulsa-OK-74115/22163814_zpid/,-95.938286,2.0,0.0,0.0,0.0,1935.0,15115.32,2.0,SingleFamily,"3420 E Archer St,Tulsa,OK"
1702,22169905,240000,3,1845,36.087746,5303 S 76th Ave E,74145,https://www.zillow.com/homedetails/5303-S-76th-Ave-E-Tulsa-OK-74145/22169905_zpid/,-95.89105,2.0,0.0,0.0,0.0,1969.0,8581.32,1.0,SingleFamily,"5303 S 76th Ave E,Tulsa,OK"
1703,22175053,680000,3,2605,36.124344,1220 E 27th Pl,74114,https://www.zillow.com/homedetails/1220-E-27th-Pl-Tulsa-OK-74114/22175053_zpid/,-95.97778,2.0,1.0,0.0,0.0,1924.0,7013.16,1.0,SingleFamily,"1220 E 27th Pl,Tulsa,OK"
1704,22175454,200000,3,1420,36.123802,13053 E 28th Pl S,74134,https://www.zillow.com/homedetails/13053-E-28th-Pl-S-Tulsa-OK-74134/22175454_zpid/,-95.82898,2.0,0.0,0.0,0.0,1990.0,8537.76,2.0,SingleFamily,"13053 E 28th Pl S,Tulsa,OK"
1705,22176829,202000,3,1472,36.15677,5922 E 4th St,74112,https://www.zillow.com/homedetails/5922-E-4th-St-Tulsa-OK-74112/22176829_zpid/,-95.91014,2.0,0.0,0.0,0.0,1945.0,13982.76,1.0,SingleFamily,"5922 E 4th St,Tulsa,OK"
1706,22179249,220000,3,1197,36.152534,546 S Richmond Ave,74112,https://www.zillow.com/homedetails/546-S-Richmond-Ave-Tulsa-OK-74112/22179249_zpid/,-95.929474,2.0,0.0,0.0,0.0,1940.0,7884.36,1.0,SingleFamily,"546 S Richmond Ave,Tulsa,OK"
1707,22188266,417500,3,2495,36.132122,2850 E 21st Pl,74114,https://www.zillow.com/homedetails/2850-E-21st-Pl-Tulsa-OK-74114/22188266_zpid/,-95.94542,2.0,0.0,0.0,0.0,1942.0,8842.68,1.0,SingleFamily,"2850 E 21st Pl,Tulsa,OK"
1708,22188393,410000,3,2342,36.13543,1804 S Delaware Ave,74104,https://www.zillow.com/homedetails/1804-S-Delaware-Ave-Tulsa-OK-74104/22188393_zpid/,-95.949524,2.0,0.0,0.0,0.0,1942.0,9104.04,2.0,SingleFamily,"1804 S Delaware Ave,Tulsa,OK"
1709,350160253,225000,3,3138,36.124405,2702 S 112th East Ave,74129,https://www.zillow.com/homedetails/2702-S-112th-East-Ave-Tulsa-OK-74129/350160253_zpid/,-95.852005,2.0,0.0,0.0,0.0,1966.0,11717.639999999998,1.0,SingleFamily,"2702 S 112th East Ave,Tulsa,OK"
1710,351356408,285000,3,1943,36.100105,4325 S 133rd East Ave,74134,https://www.zillow.com/homedetails/4325-S-133rd-East-Ave-Tulsa-OK-74134/351356408_zpid/,-95.82854,2.0,0.0,0.0,0.0,2007.0,2178.0,1.0,SingleFamily,"4325 S 133rd East Ave,Tulsa,OK"
1711,370663642,395000,3,1752,35.980236,5817 E 126th Pl S,74008,https://www.zillow.com/homedetails/5817-E-126th-Pl-S-Bixby-OK-74008/370663642_zpid/,-95.910255,2.0,0.0,0.0,0.0,,7666.56,1.0,SingleFamily,"5817 E 126th Pl S,Tulsa,OK"
1712,2059891979,269000,3,1888,36.085827,5316 S 70th East Pl,74145,https://www.zillow.com/homedetails/5316-S-70th-East-Pl-Tulsa-OK-74145/2059891979_zpid/,-95.898026,2.0,0.0,0.0,0.0,1967.0,7187.4,1.0,SingleFamily,"5316 S 70th East Pl,Tulsa,OK"
1713,22129061,289900,3,2197,36.111908,5345 E 36th St S,74135,https://www.zillow.com/homedetails/5345-E-36th-St-S-Tulsa-OK-74135/22129061_zpid/,-95.91592,2.0,1.0,0.0,0.0,1972.0,7492.32,1.0,SingleFamily,"5345 E 36th St S,Tulsa,OK"
1714,22189485,265000,3,2036,36.078148,5911 S 72nd Ave E,74145,https://www.zillow.com/homedetails/5911-S-72nd-Ave-E-Tulsa-OK-74145/22189485_zpid/,-95.89565,2.0,0.0,0.0,0.0,1964.0,12545.28,1.0,SingleFamily,"5911 S 72nd Ave E,Tulsa,OK"
1715,22190730,209000,3,1220,36.172665,1241 N Braden Ave,74115,https://www.zillow.com/homedetails/1241-N-Braden-Ave-Tulsa-OK-74115/22190730_zpid/,-95.92002,2.0,0.0,0.0,0.0,2024.0,10585.08,1.0,SingleFamily,"1241 N Braden Ave,Tulsa,OK"
1716,22229842,326000,3,1774,36.06598,4005 E 67th St S,74136,https://www.zillow.com/homedetails/4005-E-67th-St-S-Tulsa-OK-74136/22229842_zpid/,-95.93265,2.0,0.0,0.0,0.0,1972.0,12545.28,1.0,SingleFamily,"4005 E 67th St S,Tulsa,OK"
1717,22243603,202000,3,1568,36.054264,9506 E 76th St,74133,https://www.zillow.com/homedetails/9506-E-76th-St-Tulsa-OK-74133/22243603_zpid/,-95.87041,2.0,0.0,0.0,0.0,1995.0,9191.16,1.0,SingleFamily,"9506 E 76th St,Tulsa,OK"
1718,351211734,274000,3,1712,36.05689,7365 S 69th East Ave,74133,https://www.zillow.com/homedetails/7365-S-69th-East-Ave-Tulsa-OK-74133/351211734_zpid/,-95.9005,2.0,0.0,0.0,0.0,1971.0,10454.4,1.0,SingleFamily,"7365 S 69th East Ave,Tulsa,OK"
1719,353481301,255000,3,1648,36.049343,7917 S 86th East Ave,74133,https://www.zillow.com/homedetails/7917-S-86th-East-Ave-Tulsa-OK-74133/353481301_zpid/,-95.87873,2.0,0.0,0.0,0.0,1980.0,20168.28,1.0,SingleFamily,"7917 S 86th East Ave,Tulsa,OK"
1720,22098986,298000,3,1387,36.09953,4336 S Madison Pl,74105,https://www.zillow.com/homedetails/4336-S-Madison-Pl-Tulsa-OK-74105/22098986_zpid/,-95.97958,1.0,1.0,0.0,0.0,1953.0,34543.08,1.0,SingleFamily,"4336 S Madison Pl,Tulsa,OK"
1721,22099484,290000,3,2015,36.141365,1428 S Urbana Ave,74112,https://www.zillow.com/homedetails/1428-S-Urbana-Ave-Tulsa-OK-74112/22099484_zpid/,-95.926254,2.0,0.0,0.0,0.0,1939.0,6185.52,1.0,SingleFamily,"1428 S Urbana Ave,Tulsa,OK"
1722,22113008,264000,3,1506,36.079147,2121 E 59th St S,74105,https://www.zillow.com/homedetails/2121-E-59th-St-S-Tulsa-OK-74105/22113008_zpid/,-95.96232,2.0,0.0,0.0,0.0,2012.0,17511.12,1.0,SingleFamily,"2121 E 59th St S,Tulsa,OK"
1723,22114698,275000,3,1548,36.12992,2235 S Darlington Pl,74114,https://www.zillow.com/homedetails/2235-S-Darlington-Pl-Tulsa-OK-74114/22114698_zpid/,-95.916695,2.0,0.0,0.0,0.0,1962.0,27007.2,1.0,SingleFamily,"2235 S Darlington Pl,Tulsa,OK"
1724,22117260,226000,3,1742,36.12203,2915 S 138th Ave E,74134,https://www.zillow.com/homedetails/2915-S-138th-Ave-E-Tulsa-OK-74134/22117260_zpid/,-95.82229,2.0,0.0,0.0,0.0,1980.0,8842.68,1.0,SingleFamily,"2915 S 138th Ave E,Tulsa,OK"
1725,22124292,215000,3,1438,36.174225,1324 N Cheyenne Ave,74106,https://www.zillow.com/homedetails/1324-N-Cheyenne-Ave-Tulsa-OK-74106/22124292_zpid/,-95.998314,2.0,0.0,0.0,0.0,1924.0,7753.68,1.0,SingleFamily,"1324 N Cheyenne Ave,Tulsa,OK"
1726,22136941,232000,3,1425,36.125378,4984 E 26th St,74114,https://www.zillow.com/homedetails/4984-E-26th-St-Tulsa-OK-74114/22136941_zpid/,-95.91892,2.0,0.0,0.0,0.0,1954.0,15289.56,1.0,SingleFamily,"4984 E 26th St,Tulsa,OK"
1727,22175508,245000,3,1483,36.08719,5225 S Toledo Ave,74135,https://www.zillow.com/homedetails/5225-S-Toledo-Ave-Tulsa-OK-74135/22175508_zpid/,-95.9264,2.0,0.0,0.0,0.0,1955.0,58413.96,1.0,SingleFamily,"5225 S Toledo Ave,Tulsa,OK"
1728,22189261,270000,3,1832,36.081524,6511 E 57th St S,74145,https://www.zillow.com/homedetails/6511-E-57th-St-S-Tulsa-OK-74145/22189261_zpid/,-95.90377,2.0,0.0,0.0,0.0,1962.0,9016.92,1.0,SingleFamily,"6511 E 57th St S,Tulsa,OK"
1729,22223514,292200,3,2206,36.042908,2834 E 83rd St,74137,https://www.zillow.com/homedetails/2834-E-83rd-St-Tulsa-OK-74137/22223514_zpid/,-95.94704,2.0,0.0,0.0,0.0,1993.0,3789.72,1.0,SingleFamily,"2834 E 83rd St,Tulsa,OK"
1730,22225557,245000,3,2249,36.027317,9328 S Oxford Pl,74137,https://www.zillow.com/homedetails/9328-S-Oxford-Pl-Tulsa-OK-74137/22225557_zpid/,-95.90508,2.0,0.0,0.0,0.0,1983.0,10497.96,2.0,SingleFamily,"9328 S Oxford Pl,Tulsa,OK"
1731,22276808,975000,3,4126,36.115334,2610 E 33rd St,74105,https://www.zillow.com/homedetails/2610-E-33rd-St-Tulsa-OK-74105/22276808_zpid/,-95.953156,3.0,1.0,0.0,0.0,1950.0,10280.16,1.0,SingleFamily,"2610 E 33rd St,Tulsa,OK"
1732,58609848,610000,3,2437,36.135906,218 E 18th St,74119,https://www.zillow.com/homedetails/218-E-18th-St-Tulsa-OK-74119/58609848_zpid/,-95.98254,3.0,1.0,0.0,0.0,2002.0,18687.24,2.0,SingleFamily,"218 E 18th St,Tulsa,OK"
1733,125651737,466500,3,2598,36.241287,6000 N Osage Dr,74126,https://www.zillow.com/homedetails/6000-N-Osage-Dr-Tulsa-OK-74126/125651737_zpid/,-96.001465,2.0,1.0,0.0,0.0,1968.0,7013.16,1.0,SingleFamily,"6000 N Osage Dr,Tulsa,OK"
1734,308917953,1210000,3,3940,36.054092,3350 W 75th St S,74132,https://www.zillow.com/homedetails/3350-W-75th-St-S-Tulsa-OK-74132/308917953_zpid/,-96.03,3.0,1.0,0.0,0.0,2020.0,8276.4,1.0,SingleFamily,"3350 W 75th St S,Tulsa,OK"
1735,350757255,265000,3,2036,36.07816,5911 S 72nd East Ave,74145,https://www.zillow.com/homedetails/5911-S-72nd-East-Ave-Tulsa-OK-74145/350757255_zpid/,-95.895706,2.0,0.0,0.0,0.0,1964.0,18077.4,1.0,SingleFamily,"5911 S 72nd East Ave,Tulsa,OK"
1736,353684930,226000,3,1742,36.121063,2915 S 138th East Ave,74134,https://www.zillow.com/homedetails/2915-S-138th-East-Ave-Tulsa-OK-74134/353684930_zpid/,-95.8217,2.0,0.0,0.0,0.0,1980.0,8581.32,1.0,SingleFamily,"2915 S 138th East Ave,Tulsa,OK"
1737,22136520,255000,3,1798,36.127407,10244 E 24th St,74129,https://www.zillow.com/homedetails/10244-E-24th-St-Tulsa-OK-74129/22136520_zpid/,-95.860916,2.0,0.0,0.0,0.0,1972.0,6664.68,1.0,SingleFamily,"10244 E 24th St,Tulsa,OK"
1738,22154093,562500,3,2665,36.094494,4724 S Florence Ave,74105,https://www.zillow.com/homedetails/4724-S-Florence-Ave-Tulsa-OK-74105/22154093_zpid/,-95.94491,2.0,0.0,0.0,0.0,1964.0,17772.48,1.0,SingleFamily,"4724 S Florence Ave,Tulsa,OK"
1739,22159664,645000,3,2502,36.12657,2657 S Boston Pl,74114,https://www.zillow.com/homedetails/2657-S-Boston-Pl-Tulsa-OK-74114/22159664_zpid/,-95.983116,2.0,1.0,0.0,0.0,1940.0,13939.2,2.0,SingleFamily,"2657 S Boston Pl,Tulsa,OK"
1740,22173524,245000,3,1492,36.14294,1335 S Knoxville Ave,74112,https://www.zillow.com/homedetails/1335-S-Knoxville-Ave-Tulsa-OK-74112/22173524_zpid/,-95.936775,1.0,0.0,0.0,0.0,1934.0,96964.56,1.0,SingleFamily,"1335 S Knoxville Ave,Tulsa,OK"
1741,22124185,230000,3,1682,36.121155,5110 E 29th St,74114,https://www.zillow.com/homedetails/5110-E-29th-St-Tulsa-OK-74114/22124185_zpid/,-95.920525,2.0,0.0,0.0,0.0,1960.0,15115.32,1.0,SingleFamily,"5110 E 29th St,Tulsa,OK"
1742,22134198,252000,3,1583,36.1367,2524 E 17th Pl S,74104,https://www.zillow.com/homedetails/2524-E-17th-Pl-S-Tulsa-OK-74104/22134198_zpid/,-95.95496,1.0,0.0,0.0,0.0,1939.0,8581.32,1.0,SingleFamily,"2524 E 17th Pl S,Tulsa,OK"
